Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
Red Room,Offset,spotify:track:4TWflhgevIGo448fWc6mQq,0.936,0.559,7,-8.587,0,0.157,0.479,0,0.128,0.527,112.347,241440,4,30.46901,13,1,"Woo

I'm a maniac go crazy for the cash (Hey, crazy)
Green Lamborghini, paper tags (Skrrt)
Ridin' through the city, 30 mags (Brrt, bow)
Niggas snitchin'
They the police with no badge (Woo, woo, woo)
How I grew up
My momma was my dad (Momma, huh)
So when I blew up I put her in a pad (Mansion)
I like to throw up when I think about the crash (Ugh, ugh)
Not playin', when I hit the tree I smell the gas (Hey, hey)
Lookin' at the sky, think about my past (Sky)
When I used to kick a door
Shoot you for the cash (Boot, boot, boot)
Everybody hit the floor 'fore you make me mad (Floor)
Devil had a nigga soul livin' too fast
Prayin' to the Lord, my soul to keep (Keep)
Controllin' me (Me), take a hold of me (Hold)
Bitches ain't shit, got exposed by heat ('Sposed)
So naive, cold in the streets (Streets)

Sleep on my feet (Feet)
Money turn homies to zombies, they eat (Zombies)
Miss my grandma
She was humble and sweet (Grandma)
I don't speak, let the check talk for me (Check, woo)
I can't sleep 'less the Tec in my reach (Tec)
Hit the dope
Make me choke, make me wheeze (Choke, woo)
Sip the dope, help the pain at ease (Hey)
Tryna get the money 'fore it clean, it was dirty (Dirty)
Playin' football, hide the fire in my gutter (Ha)
Gettin' locked up, runnin' round in a circle (Circle)
Brother caught fifteen like he did a murder (Murder)
Now my whole family hurtin' (Hurtin')
Tryna see the light but we couldn't
Pull the curtain (Curtain, curtain, curtain)
Night time lurkin' (Night, night),
Momma said the streetlights 'bout
To stop workin' (Light, light, light)
Lookin' at my momma in her eyes (Momma)
Lookin' at me like a new person (New person)
"
Wicked Games,The Weeknd,spotify:track:6VwBbL8CzPiC4QV66ay7oR,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27E-06,0.325,0.326,114.078,323747,4,33.29438,12,1,"Woah, woah, ayy

I left my girl back home
I don't love her no more
And she'll never fucking know that
These fucking eyes that I'm staring at
Let me see that ass
Look at all this cash
And I emptied out my cards too
Now I'm fucking leaning on that

Bring your love, baby, I could bring my shame
Bring the drugs, baby, I could bring my pain
I got my heart right here
I got my scars right here
Bring the cups, baby, I could bring the drank
Bring your body, baby, I could bring you fame
And that's my mo'fuckin' words too
Just let me mo'fuckin' love you

Listen, ma, I'll give you all I got
Get me off of this
I need confidence in myself (yeah-yeah-yeah, oh, yeah, oh-oh)
"
One Man Band,Old Dominion,spotify:track:08dFHFTx6r67MTsYn5ilDR,0.706,0.358,6,-8.331,1,0.0348,0.677,0,0.107,0.478,75.991,186240,4,34.99264,11,1,"Been flying solo for so long
Nobody's singing a harmony
Up there just me and my shadow
No base, no guitar, no tambourine

And I found you like a melody
You were singing in the same key as me
We had 'em dancing in the streets

I don't wanna be a one man band
I don't wanna be a rolling stone alone
Putting miles on a run-down van
Baby, we can take our own show on the road
I'll lay down the beat, you'll carry the tune
We'll get tattoos, and we'll trash hotel rooms
Baby, take my hand
I don't wanna be a one man band
"
All To Myself,Dan + Shay,spotify:track:08tq1XcHwVt5PHXUo87i0D,0.646,0.781,1,-4.616,1,0.0313,0.208,0,0.125,0.565,94.975,169920,4,30.49802,7,1,"I'm jealous of the blue jeans that you're wearin'
And the way they're holdin' you so tight
I'm jealous of the moon that keeps on starin'
So lock the door and turn out the night

I want you all to myself
We don't need anyone else
Let our bodies do the talkin'
Let our shadows paint the wall
I want you here in my arms

We'll hide away in the dark
Slip your hand in my back pocket
Go and let your long hair fall
I want you all to myself
To myself

I'm jealous of the song that you've been singin'
And the way it's rollin' off your lips
"
Rain Is A Good Thing,Luke Bryan,spotify:track:1YhFtqwcN138S6ng3MT1nN,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37E-06,0.328,0.519,108.051,176160,4,19.24895,7,1,"My daddy spent his life lookin' up at the sky
He'd cuss kick the dust, sayin' son it's way to dry
It clouds up in the city, the weather man complains
But where I come from, rain is a good thing

Rain makes corn, corn makes whiskey
Whiskey makes my baby feel a little frisky
Back roads are boggin' up, my buddies pile up in my truck
We hunt our hunnies down, we take 'em into town
Start washin' all our worries down the drain
Rain is a good thing

Ain't nothin' like a kiss out back in the barn
"
Meet Me Halfway,The Black Eyed Peas,spotify:track:0xfpx7AiwgSKEtjotea2L6,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17E-05,0.324,0.4,130,284373,4,30.48537,14,1,"Ouhh
I can't go any further than this
Ouhh
I want you so badly, it's my biggest wish

I spent my time just thinking thinking thinking bout you
Every single day yes, I'm really missin' missin' you
And all those things we use to use to use to do
Hey girl, whats up, it use, it use to be just me and you
I spent my time just thinking thinking thinking 'bout you
Every single day, yes I'm really missing missing you
And all those things we use to use to use to do
Hey girl whats up, whats up, whats up, whats up

Can you meet me halfway, right at the borderline
Is where I'm gonna wait, for you
I'll be looking out, night n' day
Took my heart to the limit, and this is where I stay
I can't go any further than this
I want you so bad it's my only wish
"
I,Lil Skies,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,0.649,0.453,6,-7.28,1,0.085,0.627,0,0.116,0.431,99.183,181891,4,77.08385,5,1,"One time just a little bit, I
(Go 'head, O)
One time just a little bit, I
One time just a little bit, I
I, I
(Danny, I see you)

I, I, I don't wanna get close
I haven't been the same since I loved that ho
I haven't been the same since I lost my bro
I say I'm gonna change when I know I won't
I get high, I love to smoke
She gon' lie like I'm a joke
You wanna take flights across the coast
Remember those times, no horoscope

Life goes on, I can't take breaks
I need face, no, I need faith
In my mind, I can't escape
I climb these heights like I'm an ape
Shine so bright in a world so dark
Break the bank, I'ma break the chart
Two door coupe, just push to start
Climb right in, let me break your heart

I don't need no one
I don't need no one
"
Fuzzybrain,Dayglow,spotify:track:57HJa4ktE7iHGrbFhwzEr2,0.488,0.51,7,-8.367,1,0.026,0.0233,0.15,0.143,0.368,104.959,219429,4,25.76391,9,0,"Pretty please
Where do I begin?
No, I don't understand it either
And I don't think I can
Fuzzy brain
Call it what you want
I've felt so distant lately
As if I were not

There's rain outside, steady winter
My heart feels like such a mixture
"
"Work Hard, Play Hard",Wiz Khalifa,spotify:track:1ms5tNNdPouTtcD2oVF9Oz,0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91E-05,0.296,0.485,140.008,219027,4,84.06304,6,1,"Work hard, play hard
Work hard, play hard
Work hard, play hard
Work hard, play hard
Work, work
Work, work
Work, work
Work, work (Uh)

Diamonds all on my ring nigga
Gold watches, gold chain nigga
Hundred thou' on champagne nigga
Yeah, my money insane nigga
Yeah, I'm making it rain nigga
But I was just on the plane nigga
Buying gear, flying here
Fuck what you heard, it's my time of year (Uh)
If I'm in the club, I get a hundred stacks
I'm always rolling up so I get love for that
Them niggas stole my swag but I don't want it back, my nigga (Uh)
I was on this, but now I'm onto that
You see it in my closet before it's on the rack
Was out there in Hawaii, now I'm goin back, my nigga (Uh)
I got so much money I should start a bank
So much paper right in front of me it's hard to think
Buy so many bottles it's gon' be hard to drink
But I'm still pourin' up and my family here
And they rolling up, so, uh!

The bigger the bill, the harder you ball
Well I'm throwing mine, 'cause my money long
The quicker you here, the faster you go
That's why where I come from the only thing we know is (Uh)
"
"Disciples of the Watch - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:1oWkZA7LS9erH5JmlKaCp2,0.165,0.977,1,-8.826,1,0.133,5.52E-05,0.54,0.879,0.0522,96.78,449493,4,76.95248,17,0,"Cast to the fire
Banned by the light
Worship and listen to me
Condemned in his mind
In his evil place
Your fate is all that you'll see
I am the one
To show you the path
Salvation is in the fields
Listen up children and follow me
Or I'll let you pay
The price of malachi!

Disciples of the watch
Obey!
Or I'll burn you to that cross
"
Topanga,Trippie Redd,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75E-06,0.109,0.039,105.955,215364,4,21.54834,12,1,"DJ on the beat so it's a banger
(It ain't over, it ain't over)
(It ain't over, it ain't over)
(It ain't over, it ain't over)
(Until your victory is won)
Yeah

Don't talk to strangers
Since a younging I've been toting bangers
I might take that lil' bitch to Topanga
I said, Stop, little bitch, you in danger
Yeah-eah, you in danger
I might take your lil' ass to Topanga

Just don't move like no motherfuckin' stranger
Know I tote bangers, boom-boom-boom-boom
Stop, you in danger
I can take you to Topanga
Open my hand like Jesus and save ya
Know I'm known to tote bangers
Said, ""Boom-boom-boom, you in danger""
"
Lois Lane,Joey Trap,spotify:track:5TGOcmBCSwc46D6MqONQT6,0.848,0.595,0,-6.538,1,0.251,0.0554,2.64E-06,0.11,0.473,140.002,236640,4,57.05352,13,0,"I'm that, uh, I'm that, what?
I'm that nigga, huh?
I'm that, hehe (Aye!)

I'm that nigga, huh?
Codeine got me crippled, uh
My bitch come in triples, uh
Double D, I dip her, uh
My bitch look like Lois Lane
Mm, yours Lois Griffin
Fucked that bitch, forgot her name, uh
She's always bitchin', ooh

Feel like Flocka, in the paint, I'm goin' hard
These bitches flock, they've been this way from the start
I just got the Bentley coup, it's push start
Got a bitch in NYU, she's so smart
Plus I got the new whip, paddle shifters
Skrtin' out, nigga talkin', he a pussy
Watch your mouth it'd be a shame
Killers at ya Mommas house
I don't want a conversation, fuck you talkin' 'bout?

I just got it, I just caught it, uh

I just get it, uh, you just do it, like my Nikes, uh
Boy forget it, uh, with the Trueys, bitches want me, uh (True)
Bitches love me, uh, yes, I knew this, boy, the choppa, uh

With the drum, we can shoot it, boy, forget it, boy
"
Punk Rock Princess,Something Corporate,spotify:track:5CLZ8XXWfNODzDZgMqtw6K,0.521,0.831,7,-6.046,1,0.0638,0.000389,0.00123,0.0992,0.261,130.032,233093,4,43.25034,9,0,"Maybe when the room is empty
Maybe when the bottle's full
Maybe when the door gets broke down, love can break in
And maybe when I'm done with thinking
Maybe you can think me whole
Maybe when I'm done with endings, this can begin

This can begin, this can begin

If you could be my Punk Rock Princess
I would be your Garage Band King
You could tell me why you just don't fit in
And how you're gonna be something

Maybe when your hair gets darker
Maybe when your eyes get wide
Maybe when the walls are smaller, there will be more space
"
Somebody That I Used To Know,Mayday Parade,spotify:track:1wSTaIg1XHXAmyMhpZXnpW,0.457,0.938,3,-4.557,1,0.0836,0.00391,9.94E-06,0.145,0.467,136.072,205320,4,42.97476,7,0,"Now and then I think of when we were together
Like when you said you felt so happy you could die
I told myself that you were right for me
But felt so lonely in your company
But that was love, and it's an ache I still remember

You can get addicted to a certain kind of sadness
Like resignation 'til the end, always the end
So when we found that we could not make sense
Well, you said that we would still be friends
But I'll admit that I was glad it was over

But you didn't have to cut me off
Make out like it never happened and that we were nothing
"
A Guy With A Girl,Blake Shelton,spotify:track:5sjIhQzNljMVrDklI91ezp,0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,189467,4,35.70753,10,1,"Sometimes I'm the guy with the boys kicking it back
Or the guy with the guitar singing on a country track
I might be the guy with an ice cold can, stirring up dust on some old farmland
When I walk into the party with you girl, you change all that

I'm just the guy with the girl everybody wants to know
Wishin' you were there alone
Wonderin' how I ever got your little hand in mine
Lookin' over at ya like ""ain't she beautiful?""
I'm invisible but I stand right there and smile
You're right beside me, oh and I see the same thing they're seein'
But I don't mind being the guy with the girl, no

It's funny watchin' 'em do the way they do
They come walkin' up to me but they only wanna talk to you
And I don't blame 'em that they're hypnotized
"
How to Screw up Your Future and Disappoint Your Loved Ones,Settle Your Scores,spotify:track:5IrhLbdayXhmWrJm6w2u0q,0.524,0.879,1,-4.403,1,0.0972,0.000204,0,0.134,0.61,96.039,251309,4,83.35424,9,0,"I've been grindin' my teeth in my sleep and
Each night I try to count all the wolves in sheep's skin
But there's just too many and
No matter what I do
It's clear to me I'm born to lose
I'd complain but who would listen?
It doesn't make a bit of difference

So here's to all the years I've wasted
I never thought I could become this jaded

I'm givin' up, given everything I've ever done has gone so wrong and
I gave it all, gave it everything I've got
But I guess that wasn't enough
I'm letting go, letting all that I've been working for slip through my fingers but
I've gotta say, I've gotten used to feeling useless
Will I ever gather the strength to get through this?
"
I Won't Let Go,Rascal Flatts,spotify:track:1T1C9VVQ1lb60WxWZx7KoG,0.557,0.406,4,-7.083,1,0.0278,0.742,0,0.113,0.222,131.96,227760,4,32.97309,10,1,"It's like a storm
That cuts a path
It breaks your will
It feels like that
You think you're lost
But you're not lost on your own
You're not alone

I will stand by you
I will help you through
When you've done all you can do
And you can't cope
I will dry your eyes
I will fight your fight
I will hold you tight
And I won't let go

It hurts my heart
"
Passing Clouds,Hiss Golden Messenger,spotify:track:2AhYkpdmBe5vqBJVtili98,0.639,0.452,4,-11.939,1,0.0966,0.242,0.0611,0.12,0.469,78.999,251080,4,101.31662,8,0,"See it's simple
Gonna give it to you simple now
If you worry
It's okay I've been worrying too
Now I ask you
If love's bigger, what's ahead and what's after?
And I know that
You gotta put a little skin in to get a little skin back

Red tail hawk tell me when
With the black sun going down
Signs and wonders are here
Those that stop to understand
Hang on the best in back
"
