Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
Tribute,Tenacious D,alternative metal,2001,94,77,37,-6,9,42,248,18,7,59,"This is the greatest and best song in the world

Tribute
Long time ago me and my brother Kyle here
We was hitchhiking down a long and lonesome road
All of a sudden
There shined a shiny demon
In the middle of the road
And he said!

Play the best song in the world, or I'll eat your soul (soul)
Well, me and Kyle
We looked at each other
And we each said
Okay

And we played the first thing that came to our heads
Just so happened to be
The best song in the world
It was the best song in the world

Look into my eyes and it's easy to see
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Talk,Coldplay,permanent wave,2005,120,56,41,-11,16,16,311,1,3,63,"Oh, brother, I can't, I can't get through
I've been trying hard to reach you 'cause I don't know what to do
Oh, brother, I can't believe it's true
I'm so scared about the future
And I wanna talk to you
Oh, I wanna talk to you

You can take a picture of something you see
In the future where will I be
You can climb a ladder up to the sun
Or write a song nobody has sung
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Love Is A Battlefield,Pat Benatar,album rock,2001,91,63,67,-12,10,86,245,1,5,54,"(We are young, we are young)
We are young (heartache to heartache)
Heartache to heartache we stand (we stand)
(No promises) no promises, (no demands) no demands
(Love is a battlefield) love is a battlefield

We are strong
No one can tell us we're wrong
Searchin' our hearts for so long
Both of us knowing
Love is a battlefield

You're beggin' me to go, then makin' me stay
Why do you hurt me so bad?
It would help me to know, do I stand in your way
Or am I the best thing you've had?

Believe me, believe me, I can't tell you why
But I'm trapped by your love
And I'm chained to your side
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
I Gotta Feeling,The Black Eyed Peas,dance pop,2009,128,77,74,-6,51,61,289,9,3,69,"I got a feeling
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

A feeling
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

Tonight's the night, let's live it up
I got my money, let's spend it up (a fee-)
Go out and smash it, like, ""Oh my God""
Jump out that sofa, let's kick it, off (a fee-)

I know that we'll have a ball
If we get down and go out, and just lose it all
I feel, stressed out, I wanna let it go
Let's go way out, spaced out, and losin' all control
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
She Sells Sanctuary,The Cult,album rock,2000,139,77,55,-9,13,42,253,0,3,63,"Oh the heads that turn
Make my back burn
And those heads that turn
Make my back, make my back burn

The sparkle in your eyes
Keeps me alive
And the sparkle in your eyes
Keeps me alive, keeps me alive

And the world
And the world turns around
The world, and the world, yeah
The world drags me down

Well the heads that turn
Make my back burn
And those heads that turn
Make my back, make my back burn, yeah

...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Red Red Wine,UB40,reggae fusion,2000,89,47,86,-9,27,84,184,0,5,74,"Red, red wine
Goes to my head
Makes me forget that I
Still need her so
Red, red wine
It's up to you
All I can do I've done
Memories won't go
Memories won't go

I'd have sworn
That with time
Thoughts of you
Would leave my head
I was wrong
Now I find
Just one thing makes me forget

Red, red wine
Stay close to me
Don't let me be alone
It's tearin' apart
My blue, blue heart

I'd have sworn
That with time
Thoughts of you
Would leave my head
I was wrong
Now I find
Just one thing makes me forget

...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,adult standards,2002,115,97,60,-6,13,72,212,0,5,64,"A little less conversation, a little more action please
All this aggravation ain't satisfactioning me
A little more bite and a little less bark
A little less fight and a little more spark
Close your mouth and open up your heart and maybe satisfy me
Satisfy me, baby

Baby, close your eyes and listen to the music
Drifting through a summer breeze
It's a groovy night and I can show you how to use it
Come along with me and put your mind at ease

A little less conversation, a little more action please
All this aggravation ain't satisfactioning me
A little more bite and a little less bark (ah-ah)
A little less fight and a little more spark (ah-ah)
Close your mouth and open up your heart and maybe satisfy me (satisfy me)
Satisfy me, baby (satisfy me)
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
I Want To Hold Your Hand - Remastered 2015,The Beatles,british invasion,2000,131,72,49,-6,31,87,146,39,5,75,"Oh, yeah, I'll tell you something
I think you'll understand
When I say that something
I wanna hold your hand

I wanna hold your hand
I wanna hold your hand

Oh, please, say to me
And let me be your man
And please, say to me
You'll let me hold your hand

Oh, let me hold your hand
I wanna hold your hand
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Set The Fire To The Third Bar,Snow Patrol,irish rock,2006,96,38,54,-7,8,39,204,52,3,49,"I find the map and draw a straight line
Over rivers, farms and state lines
The distance from A to where you'd B
It's only finger lengths that I see

I touch the place
Where I'd find your face
My fingers in creases
Of distant dark places

I hang my coat up in the first bar
There is no peace that I've found so far
The laughter penetrates my silence
As drunken men find flaws in science

...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Ghost Love Score,Nightwish,finnish metal,2004,101,78,44,-5,29,19,602,1,4,38,"We used to swim the same moonlight waters
Oceans away from the wakeful day

My fall will be for you (my fall will be for you)
My love will be in you
If you be the one to cut me, I'll bleed forever
My fall will be for you
My love will be in you
If you be the one to cut me, I'll bleed forever

Scent of the sea before the waking of the world
Brings me to thee, into the blue memory

My fall will be for you (my fall will be for you)
My love will be in you
If you be the one to cut me, I'll bleed forever
My fall will be for you
My love will be in you
If you be the one to cut me, I'll bleed forever

Into the blue memory...

A siren from the deep came to me
Sang my name, my longing
Still I write my songs about that dream of mine
Worth everything I may ever be

The child will be born again
That siren carried him to me
First of them true loves
Singing on the shoulders of an angel
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Going To A Town,Rufus Wainwright,canadian pop,2007,124,46,56,-7,10,19,245,72,3,38,"I'm going to a town that has already been burnt down
I'm going to a place that has already been disgraced
I'm gonna see some folks who have already been let down
I'm so tired of America

I'm gonna make it up for all of The Sunday Times
I'm gonna make it up for all of the nursery rhymes
They never really seem to want to tell the truth
I'm so tired of you, America

Making my own way home, ain't gonna be alone
I've got a life to lead, America
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
A Gentleman's Excuse Me,Fish,album rock,2008,126,17,33,-14,32,19,259,86,4,44,"Do you still keep paper flowers
In the bottom-drawer with your Belgian lace
Taking them out every year
To watch the colours fade away

Do you still believe in fairy tales
In battlements of shining castles
Safe from the dragons
That lie beneath the hill

Are you still a Russian princes
Rescued by a gypsy-dancer
To anyone who'll listen
Is that a story you still tell

You live a life of fantasy
Your diary romantic fiction
Can't you see it's hard for me
Can you see what I'm trying to say

...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
God Put a Smile upon Your Face,Coldplay,permanent wave,2002,127,56,61,-6,4,24,297,18,3,64,"Where do we go? Nobody knows
I've gotta say I'm on my way down
God give me style and give me grace
God put a smile upon my face

Where do we go to draw the line?
I've gotta say, I wasted all your time, oh, honey, honey
Where do I go to fall from grace?
God put a smile upon your face, yeah

And ah, when you work it out I'm worse than you
Yeah, when you work it out, I wanted to
And ah, when you work out where to draw the line
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Heartbreak Warfare,John Mayer,neo mellow,2009,97,55,62,-8,30,31,270,19,2,66,"Lightning strike
Inside, my chest to keep me up at night
Dream of ways
To make you understand my pain

Clouds of sulfur in the air
Bombs are falling everywhere
It's heartbreak warfare
Once you want it to begin
No one really ever wins
In heartbreak warfare

If you want more love
Why don't you say so?
If you want more love
Why don't you say so?

Drop his name
Push it in and twist the knife again
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Sailing to Philadelphia,Mark Knopfler,classic rock,2005,99,48,59,-10,9,15,353,64,2,39,"I am Jeremiah Dixon
I am a Geordie Boy
A glass of wine with you, sir
And the ladies I'll enjoy
All Durham and Northumberland
Is measured up by my own hand
It was my fate from birth
To make my mark upon the earth

He calls me Charlie Mason
A stargazer am I
It seems that I was born
To chart the evening sky
They'd cut me out for baking bread
But I had other dreams instead
This baker's boy from the west country
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
