track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Lyrics
I Learned From The Best,Whitney Houston,spotify:track:3wACjmQo7ZkRNMLfZXndFB,0.609,0.563,5,-6.284,0,0.0328,0.0109,7.76E-06,0.156,0.306,148.949,259533,4,41.68325,14,1,"I Learned From The Best
Whitney Houston

Did you really think that
I would really take you back
Let you back in my heart one more time
Ohh no, no
Did you think that Id still care
That thered be more feeling there
Did you think you could walk back in my life, ohh
So you found you miss the love you threw away, ah
Baby but you found it out too late, too late
And so you know the way it feels to cry
The way that I cried when you broke my world in two
Baby I learned the way to break a heart
I learned from the best
I learned from you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
I'd Do Anything,Simple Plan,spotify:track:4uVjbl6daCwjhDur7qLddu,0.395,0.917,8,-6.86,1,0.133,0.00143,0,0.261,0.563,169.088,197640,4,30.63383,6,1,"Another day is going by
I'm thinkin' about you all the time
But you're out there and I'm here waiting
And I wrote this letter in my head
'Cause so many things were left unsaid
But now you're gone and I can't think straight

This could be the one last chance to make you understand, yeah

I'd do anything
Just to hold you in my arms
To try to make you laugh
Somehow I can't put you in the past
I'd do anything
Just to fall asleep with you
Will you remember me?
'Cause I know I won't forget you

Together we broke all the rules
Dreamin' of droppin' out of school
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Sleepy Silver Door,Dead Meadow,spotify:track:2HlBvuaKhdftTRb3TCklhQ,0.365,0.632,11,-6.574,1,0.0303,0.444,0.708,0.127,0.289,129.545,452747,4,43.87393,15,0,"When I was young, I traveled to distant lands
A castle arises from a sea of sand
Its towers shimmer in the heat of the sun
Shining down shadow for everyone
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Meet Me Halfway,The Black Eyed Peas,spotify:track:0xfpx7AiwgSKEtjotea2L6,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17E-05,0.324,0.4,130,284373,4,30.48537,14,1,"Ouhh
I can't go any further than this
Ouhh
I want you so badly, it's my biggest wish

I spent my time just thinking thinking thinking bout you
Every single day yes, I'm really missin' missin' you
And all those things we use to use to use to do
Hey girl, whats up, it use, it use to be just me and you
I spent my time just thinking thinking thinking 'bout you
Every single day, yes I'm really missing missing you
And all those things we use to use to use to do
Hey girl whats up, whats up, whats up, whats up

Can you meet me halfway, right at the borderline
Is where I'm gonna wait, for you
I'll be looking out, night n' day
Took my heart to the limit, and this is where I stay
I can't go any further than this
I want you so bad it's my only wish
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Deathmask Divine,The Black Dahlia Murder,spotify:track:3oCTRjyXmT1MMn4nVQMKBm,0.471,0.993,1,-3.738,1,0.191,7.36E-06,0.00216,0.0925,0.0672,113.996,217253,4,18.99449,12,0,"Removal of the eyes gives my heart a sudden chill
I preserve them in formaldehyde to gaze upon at will
How their greenish flecks befell me that starlit winter's night
I lost all that I ever was while locked within their sight

Before you sits a broken man your fragile pinkish heart in hand
Peculiar how it can hurt so bad while love is only in the mind
I sew the gaping chest wound, each thread is made with love
The bosom where I would rest my face is covered in your blood

No, this is not the end, you'll live on eternally
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Step Daddy,Hitman Sammy Sam,spotify:track:1TKRumlRMXv2SEKPhueya0,0.93,0.773,1,-5.98,1,0.0457,0.00609,0.000481,0.0767,0.348,118.997,230493,4,31.99187,10,1,"This for da stepdaddies here

Do tha stepdaddy (Step Daddy)
Do tha stepdaddy (Step Daddy)
Do tha stepdaddy (Step Daddy)
Do tha stepdaddy (Step Daddy)
Do tha stepdaddy
HEY!

(HSS:)
Can't come ova tonite!
Say: Ya'll gon be quiet tonite!
Play: Will get whipped tonite!
I say betta catch a grip tonite!
Lil' boy put ya lil sista down
Lil' boy think i'm playin around
I'll pull my belt, walk these steps
Stepdaddy'll make you beg for help
Now I'ma watch this game Lord knows
You stay in the house no outdoors

(Kids:)
You aint my daddy!

(HSS:)
What you say?!

(Kids:)
You ain't my daddy

(HSS:)
What I thought you said!

Now all you lil' mothas go to bed
And tell ya lil brotha to go to bed

(Kids:)
You ain't my daddy!

(HSS:)
SHUT UP!

(Kids:)
You ain't my daddy!

(HSS:)
SHUT UP!

(Kids:)
You ain't my daddy!

(HSS:)
SHUT UP!

(Kids:)
You ain't my daddy!

(HSS:)
SHUT UP!

(HSS:)
I'ma call yo mama!

(Kids:)
Call my mama!

(HSS:)
I'ma tell yo mama!

(Kids:)
Tell my mama!

(HSS:)
You so bad!

(Kids:)
I'm so bad! You just mad cuz you ain't my daddy!

(HSS:)
I'ma call yo mama!

(Kids:)
Call my mama!

(HSS:)
I'ma tell yo mama!

(Kids:)
Tell my mama!

(HSS:)
Two in da mornin (WHAT)
Call it a night (WHAT)
Take me a nap
Wait for da wife

(HSS:)
Who is dat?! Betta be sleepwalkin!

(Kids:) B not here?

(HSS:)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
I Miss You,Blink-182,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,0.664,0.781,11,-6.547,1,0.0339,0.00103,5.33E-06,0.0867,0.593,110,227240,4,30.64844,10,1,"I miss you, I miss you

Hello there, the angel from my nightmare
The shadow in the background of the morgue
The unsuspecting victim of darkness in the valley
We can live like Jack and Sally if we want
Where you can always find me
And we'll have Halloween on Christmas
And in the night we'll wish this never ends
We'll wish this never ends

I miss you, miss you

I miss you, miss you

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
The Saints Are Coming,U2 & Green Day,spotify:track:6uQL0epVs9N9Bergafaf6x,0.315,0.81,4,-7.026,0,0.0468,0.0781,0.00321,0.152,0.118,152.116,201907,4,33.25761,11,1,"There is a house in New Orleans, they call the Rising Sun
It's been the ruin of many a poor boy, and God, I know I'm one

I cried to my daddy on the telephone, how long now?
Until the clouds unroll and you come home, the line went
But the shadows still remain since your descent, your descent

I cried to my daddy on the telephone, how long now?
Until the clouds unroll and you come home, the line went
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Good Luck,Basement Jaxx,spotify:track:2bmmeB82W3J241MijDIiHk,0.577,0.936,5,-4.179,1,0.0915,0.0839,0,0.344,0.572,153.985,211547,4,25.54091,12,0,"Tell me, tell me,
Is life just a playground?
Think you're the real deal, Honey?
And someone will always look out for you?

But wake up, Baby,
You're so totally deluded
You'll end up old and lonely,
If you don't get a bullet in your head

Good luck, good luck,
Good luck in your new bed
Enjoy your nightmares, Honey,
When you're resting your head

Good luck, good luck,
Good luck in your new bed
Enjoy your nightmares, Honey,
When you're resting your head

You sold me, sold me,
You sold me down the river now
I hope you're feeling happy now,
Now you always have a sneer in your smile

But wake up, Baby,
You're so totally deluded
You'll end up old and lonely,
If you don't get a bullet in your head
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Shadow Of The Day,Linkin Park,spotify:track:0OYcEfskah1egYHjYRvbg1,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,4,58.45602,9,1,"I close both locks below the window
I close both blinds and turn away
Sometimes solutions aren't so simple
Sometimes goodbye's the only way, ah-ah

And the sun will set for you
The sun will set for you
And the shadow of the day
Will embrace the world in gray
And the sun will set for you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
99.9% Sure (I've Never Been Here Before),Brian McComas,spotify:track:14ymPtb1n06KzSm0J9bmMZ,0.606,0.959,7,-3.412,1,0.0522,0.0714,0,0.236,0.734,116.014,193293,4,59.85298,8,1,"You don't know what you do to me
You changed around the scenery
And now everything is new to me
But it looks just right, yeah, it looks just right

Whoa, it's strange but it's beautiful
Yeah, and I know where I am

Oh, I've never been here before
I've never been loved like this
Never been tumblin', stumblin' over the words
That get tangled inside of me

I've never been moved this way
Nobody's ever made me say
I'm 99.9% sure
I've never been here before

I'm walkin' in a wonderland
Gone ever since it all began
And I don't even want to understand
'Cause it feels that good, yeah, it feels that good

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Some People Change,Montgomery Gentry,spotify:track:7cmZDjXMF1A0dGV726pMYs,0.55,0.61,2,-6.358,1,0.0388,0.0456,0,0.11,0.357,168.186,201867,4,24.3249,11,1,"His old man was a rebel yeller
Bad boy to the bone
He'd say, ""Can't trust that other feller""
He'd judge 'em by the tone of their skin

He was raised to think like his Dad
Narrow mind, full of hate
On the road to nowhere fast
Till the Grace of God got in the way

Then he saw the light and hit his knees
And cried and said a prayer
Rose up a brand new man
Left the old one right there

Here's to the strong
Thanks to the brave
Don't give up hope
Some people change

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Right Where You Want Me,Jesse McCartney,spotify:track:58ZvuqZgeuZMCbpCsH9E76,0.72,0.548,4,-4.805,0,0.0291,0.00269,0.000118,0.0511,0.709,99.004,211693,4,28.30516,8,1,"Girl
There's something 'bout me that you outta know
I've never felt the need to lose control
Always held on back and played it slow
But not this time

Baby don't be gentle
I can handle anything

Baby
Take me on a journey
I've been thinking lately
I could use a little time alone with you
Crazy
Let's do something, maybe
Please don't take your time
You got me right where you want me

Ooh
Right where you want me (Oh)

Girl
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Help Pour Out The Rain (Lacey's Song),Buddy Jewell,spotify:track:4xWIqUIlfrusaaygS9RQsR,0.565,0.562,0,-7.43,1,0.0339,0.263,0,0.0994,0.652,75.035,229093,4,25.98469,9,1,"The moment was custom made to order
I was ridin' with my daughter on our way back from Monroe
An' like children do she started playin' twenty questions'
But I never would've guessed one could touch me to my soul

She said, ""Daddy, when we get to Heaven, can I taste the Milky Way?
Are we goin' there to visit or are we goin' there to stay?
Am I gonna see my Grandpa? Can I have a pair of wings?
An' do you think that God could use another Angel
To help pour out the rain?""

Well, I won't lie, I pulled that car right over
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Ever The Same,Rob Thomas,spotify:track:02acUMylPHMjJ9miDc9b38,0.435,0.729,1,-4.818,0,0.0307,0.0152,2.63E-05,0.11,0.524,188.017,256600,4,41.42314,10,1,"We were drawn from the weeds
We were brave like soldiers
Falling down under the pale moonlight
You were holding me
Like someone broken
And I couldn't tell you but I'm telling you now

Just let me hold you while you're falling apart
Just let me hold you and we'll both fall down

Fall on me
Tell me everything you want me to be
Forever with you
Forever in me
Ever the same

We would stand in the wind
We were free like water
Flowing down
Under the warmth of the sun
Now it's cold and we're scared
And we're both been shaken
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Sinking,Incendiary,spotify:track:691zGt8f43n3D2X068fHaa,0.209,0.923,7,-3.286,1,0.0598,5.66E-05,0.0505,0.326,0.42,93.347,170813,4,105.99946,5,0,"It's hard waking up when you'd rather be dead, each day I'm putting
Out the fires inside my head. I'm sick and tired of being sick and
Tired, no longer aware of my desires. The memories cut like a knife,
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Suffocate,J. Holiday,spotify:track:3nJjIYchBNkYm7B8XfJf5N,0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,220053,5,33.16176,7,1,"Now even though I try to play it off
I'm thinkin' 'bout you all day long
And I can't wait for shorty to come through
From your lips and back up to your eyes
My hands on your hips when we grind
I'm fantasizin' 'bout what I'm gon' do, to you

Got me fiendin' for her love, can't lie
Man, you should see how she got me
Spendin' all this time with her (With her)
And I couldn't leave her if I wanted to
Her love turns men into fools
Tell me what a man is to do

'Cause I can't breathe when you talk to me
I can't breathe when you're touchin' me
I suffocate when you're away from me
So much love you take from me
I'm goin' outta my mind

I can't breathe when you talk to me
I can't breathe when you're touchin' me
I suffocate when you're away from me
So much love you take from me
I'm goin' outta my mind
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
If Nobody Believed In You,Joe Nichols,spotify:track:28NvPQZ8XVVlV2eGmUw2Za,0.679,0.316,6,-11.327,1,0.031,0.625,4.85E-05,0.109,0.273,127.968,235067,4,42.55397,9,1,"I watched him take the two strike call
He hadn't tried to swing at all
I guess he had all he could take
He walked away for goodness sake
His father's voice was loud and mean
""You won't amount to anything"".

That little boy quit trying
He just walked away
There were tear drops on his face
Tell me how would you feel
You'd probably give up too
If nobody believed in you.

That old man said, ""One more try
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Are You Gonna Be My Girl,Jet,spotify:track:305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,4,20.87996,7,1,"Go

So one, two, three, take my hand and come with me
Because you look so fine that I really wanna make you mine
I say you look so fine that I really wanna make you mine

Oh, four, five, six, c'mon and get your kicks
Now you don't need the money
When you look like that do you honey

Big black boots
Long brown hair
She's so sweet with her
Get back stare

Well I could see
You home with me
But you were with another man, yeah
I know we ain't got much to say
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
