Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
1/2/2003,The Chimes,spotify:track:59SxsQ3e2bQ9U65GelEMqV,0.826,0.611,6,-12.571,1,0.0648,0.0336,0.0224,0.0498,0.919,109.801,203360,4,36.84838,9,1,"Oh, yeah, mmm, oh, yeah

Ooh, baby, you know
Just what I'm thinking of
And you, baby
You can be my deepest love
So won't you tell me

(Who) who am I thinking of loving
(Who) who am I showing all my love too
(Who) who am I sharing my life with
Tell me what I need to know

[CHORUS]

1-2-3, this love was meant to be
"
Waiting For That Day,George Michael,spotify:track:1y8pNONQUfiCDXWME7IQBa,0.612,0.777,0,-10.903,1,0.0403,0.217,0.000454,0.104,0.557,172.412,289997,4,34.60379,15,1,"So every day I see you in some other face
They crack a smile, talk a while
Try to take your place
Mmh, my memory (my memory) serves me far too well

I just sit here on this mountain thinking to myself
You're a fool boy
Why don't you go down
Find somebody
Find somebody else
My memory (my memory) serves me far too well

It's not as though we just broke up
It's not as though it was yesterday, yeah
But something I just can't explain
Something in me needs this pain
I know I'll never see your face again

(Hu-hu-hu, hu-hu-hu, c'mon now)
C'mon now (hu-hu-hu, hu-hu-hu)
I've got to be strong now

"
Nicety,Michel'le,spotify:track:1vw9MuorZMUxhsQBGsgyo1,0.83,0.712,11,-7.447,1,0.0446,0.0105,0.24,0.049,0.814,103.141,211160,4,56.5586,9,1,"Nice and nasty
Nice and nasty
Nice and nasty
Nice and nasty
Nice and nasty
Nice and nasty

Make it sound good

You know I can never do
Things, that you want me to
The way I appear to you
May not be true to you
So don't get your hopes too high
And don't be like other guys (Yeah, baby I'm a get you)
Assuming that every girl is just like that type (Oh, is that right?)

Men
Hey baby, what's your name?
Runnin' the same ol' sayin'
Excuse me, honey, but is your husband married?
No more questions, no more games

Some people think I'm nice
Some people think I'm nasty
But if you really want to know
Just ask me
And I'll say I'm nicety
Hooooo-hoooo-hoooo, say I'm nicety
"
Don't Ask Me to Explain,of Montreal,spotify:track:1ImiJ7LNgKiJKAhVMExQDm,0.456,0.752,6,-6.714,1,0.0302,0.672,0,0.329,0.689,143.877,166040,4,51.4643,7,0,"How will I ever know you enough to love you
If you're hiding who you are?
Don't ask me to explain.
Who are you hiding you from,
Across the table with a penny in each eye?
Don't ask me to explain.

I'd like to marry all of my close friends,
And live in a big house together by an angry sea.
"
1st Of Tha Month,Bone Thugs-N-Harmony,spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81E-06,0.696,0.508,74.038,314680,4,46.15646,11,1,"Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)

Hey, my niggas, we havin' a wonderful day
And I won't fuck with me, why? 'Cause it's the first of the month
And now we smokin', jokin', rollin' blunts and sippin' on 40 ounces, thuggin'
Come, come, we've got the blunts and rum, from jumpin' all nights, we high
Hit up the block to where? East 99
I get with my nigga to get me some yayo, double up, ""Nigga, what you need?""

""We got weed to get P-O-D'd, fiend for the green leaves""
Double up for the first, fo' sho' better lay low, 'cause the po-po creep when they roll slow
If you can't get away, better toss that yayo, keep your bankroll
Yeah, we havin' a celebration, love to stay high
And you better believe when it's time to grind
I'm down for mine, crime after crime
Fin to creep to the pad 'cause moms got the grub on the grill
And we got the 4-0, you know it's the first of the month and my nigga, we chills for real

Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)

Wake up, and I see that my sister was already dressed
She said, ""I'ma run and go get my stamps""
""Watch and make sure no one snatches my check""
"
Are You That Somebody?,Aaliyah,spotify:track:3FY7setkwqNLtNyS4se0jd,0.848,0.663,9,-7.078,0,0.159,0.124,0.0293,0.0737,0.833,137.953,265667,4,57.2324,10,1,"Uh
Dirty South (uh-huh), can y'all really feel me? (Feel us)
East Coast, feel me (feel us), West Coast, feel me (say what?)
Dirty South (uh, here we go), can y'all really feel me (baby girl)
East Coast, feel me (uh-huh), West Coast, feel me (can you feel us?)
Dirty South (dirty, dirty), can y'all really feel me? (Feel it)
East Coast feel me (say what?), West Coast feel me (uh-huh)
Dirty South (dirty, dirty), can y'all really feel me?
East Coast, feel me? West Coast feel me (ha)

Boy, I've been watching you like the hawk in the sky
That fly, but you were my prey (my prey)
Boy, I promise you if we keep bumpin' heads
I know that one of these days (days)
We gon' hook it up probably we talk on the phone
But see, I don't know if that's good
I've been holdin' back this secret from you
I probably shouldn't tell it, but

But if I, if I let you know
You can't tell nobody, I'm talkin' 'bout nobody
Are you responsible?
Boy, I gotta watch my back, 'cause I'm not just anybody
Is it my go? Is it your go?
Sometimes I'm goody-goody
Right now I'm naughty-naughty
Say yes or say no, 'cause I really need somebody
Tell me you're that somebody?

Boy, won't you pick me up at the park right now
"
Trouble Man,Reuben Wilson,spotify:track:4czhquY9qnTihGvQfbY1j9,0.496,0.47,9,-10.193,0,0.0703,0.513,0.58,0.101,0.48,163.029,495093,3,51.02723,20,0,"I come up hard baby, but now I'm cool
I didn't make it sugar, playin' by the rules
I come up hard baby, but now I'm fine
I'm checkin' trouble sugar, movin' down the line
I come up hard baby, but that's okay
'Cause trouble man, don't get in my way
I come up hard baby, I've been for real
Gonna keep movin', gonna go to town
I come up hard baby, I'm gettin' down
There's only three things that for sure
Taxes, death and trouble

This I know, baby
This I know, sugar
"
1969,Sisters of Mercy,spotify:track:5t3w2oRxvGqkzrz5m4fMMm,0.463,0.762,7,-7.587,1,0.033,8.95E-06,0.896,0.0748,0.849,98.556,165433,4,42.54899,6,0,"Well all right!

It's 1969 ok
We got a war across the USA
There's nothing here for me and you
We're just sitting here with nothing to do

There's nothing here for me and you
Another year with nothing to do
"
Happy Days,Silk,spotify:track:3a4UiW8cNqCZ6VANJSo1GJ,0.697,0.544,6,-8.879,1,0.0602,0.00185,0,0.223,0.526,94.303,318933,4,23.72117,13,1,"Your sex is got it goin' on
Your sex is got it goin' on,
Here we go

Your sex is got it goin' on,
Don't you know?
Your sex is got it goin' on,
I told you so

I want your body,
Tell me you want mine too
There's so many nasty things
I wanna do to you

Lick you up and down
And around and around
But a lovely mind
Could never ever be found

Now, you see me
And baby, now you don't
Come fast upon me girl
Just give me what I want

Lick you real good
Till the very last drop
Ah, no, no, no, no, honey,
Don't you ever, ever, stop

Happy days are here again
Looks like this love of ours
Will never ever end

Happy days are here again
Looks like this love of ours
Will never ever end

Hold me tight, baby,
Don't you let me go
Oh, come on, sugar,
You know I love you so

Make you feel like
You never did me wrong
Here's the key, baby,
Now open up the door

Now, you see me
"
No More Tears,Ozzy Osbourne,spotify:track:7w6PJe5KBPyvuRYxFkPssC,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86E-05,0.648,0.315,102.591,443240,4,32.13953,17,1,"The light in the window is a crack in the sky
A stairway to darkness in the blink of an eye
A levee of tears to learn she'll never be coming back
The man in the dark will bring another attack
Your momma told you that you're not supposed to talk to strangers
Look in the mirror, tell me, do you think you life's in danger, yeah?

No more tears (Tears, tears)
No more tears (Tears, tears)
No more tears (Tears, tears)
No more tears (Tears, tears)
(Tears, tears"
Tryin' To Get Over You,Vince Gill,spotify:track:2rKtSHDkql7aZuWKUdSylq,0.578,0.371,2,-10.537,1,0.0283,0.632,1.75E-05,0.165,0.188,60.504,225627,4,48.10375,8,1,"You could have given me a million reasons why
But it wouldn't change a thing
'Cause you said it all when you said goodbye
You took off your wedding ring

And I've been tryin' to get over you
And I've been spending time alone
I've been tryin' to get over you
"
The Chicken Cow,Wesley Willis,spotify:track:1sqcAOdbG8jjeKl4BzZk7k,0.649,0.473,6,-13.868,0,0.0428,0.0163,0,0.132,0.72,170.112,149000,4,14.16612,9,0,"This beast comes out when it is 25 degrees below zero
It can rip your head off
It can fly as high as a bird
It can bite your face

The Chicken Cow
The Chicken Cow
The Chicken Cow
The Chicken Cow

"
If Wishes Came True,Sweet Sensation,spotify:track:5gAdATsfINRIljv4LbrKX2,0.493,0.453,3,-10.878,1,0.0248,0.0944,0.00467,0.1,0.188,143.725,315160,4,41.10892,14,1,"All alone silence fills my room
But in a memory, I hear you calling me
Close my eyes and I'm there with you
Like it was yesterday, but then it fades away

Take me back, turn back the hands of time
When you kissed me in the warm September rain
(Warm September rain)
Back before my heart was filled the pain
If only we could be in love that way again

If wishes came true and all the dreams at night
If love were real, I'd be holding you
If wishes came true

Then I would be that someone
Always special in your heart
"
Why Can't You Come Home,Ex-Girlfriend,spotify:track:7FT7qUTOQE4XO6PNZPE0av,0.777,0.47,7,-13.376,1,0.0412,0.00754,7.29E-05,0.0648,0.712,103.452,348600,4,88.2523,14,1,"Oh, yeah, yeah
Oh, yeah, yeah

Why can't you come home?
Why can't you come home?
Home, home
Why can't you come home?
Home to my love
Why can't you come home?

You're treating me like a limousine
And you drivin' me out of my mind, yeah
Why you wanna do that to me, baby?
You tellin' my friends to cause a scene
And embarassed me all the time, yeah

But what am I suposse to say, what suppose to do
When I love someone, I've got to be loving you, oh
You stay out every night, and that just ain't right
You must take me for a fool, yeah

Don't treat me wrong too long
Baby, I just can't not hang on
If you love me like I love you,
Why can't you come home?

Why can't you come home?
Home to my love
Why can't you come home?
Home, home
Why can't you come home?
Home to my love
Why can't you come, come ho-o-o-ome?

Yo, check this out
I stay up from night to day
Hoping that you would get home, yeah
Oh, yeah, yeah
You stay in bed like that's OK (it's OK)
"
Shoop,Salt-N-Pepa,spotify:track:0Pu71wxadDlB8fJXfjIjeJ,0.939,0.675,0,-7.232,1,0.211,0.0915,0,0.0565,0.795,96.918,248573,4,22.80835,11,1,"(Hey yeah, I wanna shoop, baby!)
(Shoop)
Ooh, how you doing, baby? (Shoop)
No, not you, you, the bow-legged one, yeah
What's your name? (Shoop)
Damn, baby, that sounds sexy

Uh, here I go, here I go, here I go again
Girls, what's my weakness? (Men!)
Okay, then, chilling, chilling, minding my business (word)
Yo, Salt, I looked around and I couldn't believe this
I swear, I stared, my niece my witness
The brother had it going on with something kinda, oh

Wicked, wicked, had to kick it
I'm not shy so I asked for the digits
A hoe, no, that don't make me
See what I want slip slide to it swiftly
Felt it in my hips so I dipped back to my bag of tricks
Then I flipped for a tip, make me wanna do tricks on him

Lick him like a lollipop should be licked
Came to my senses and I chilled for a bit
Don't know how you do the voodoo that you do
So well, it's a spell, hell, makes me wanna shoop, shoop, shoop

Shoop, shoop ba-doop
Shoop ba-doop
Shoop ba-doop, ba-doop, ba-doop
Shoop, shoop ba-doop
Shoop ba-doop
Shoop ba-doop, ba-doop, ba-doop

Um, you're packed and you're stacked 'specially in the back
Brother, wanna thank your mother for a butt like that (thanks, Mom)
Can I get some fries with that shake-shake boobie?
If looks could kill you would be an Uzi
"
Fall Children,AFI,spotify:track:6KTXHrliiM0il8gq7AkQPC,0.213,0.988,4,-6.651,0,0.203,0.000187,1.19E-05,0.294,0.0572,159.071,192627,4,29.82099,7,0,"As the cries start to penetrate
Still air
This day we celebrate
The wait now ends

From four corners smoke plumes into a reddened sky
(Woah oh, woah oh)
In the face of lantern light, tonight, my destiny flies
(Woah oh, woah oh)
Oh oh

This day so hallowed
This day so hallowed
From here to forever, its will I will follow
This day so hallowed
"
E-Lectric - Live,S.P.O.C.K,spotify:track:7fKRSn8ItJAkDQn1NHlwkg,0.826,0.993,1,-8.976,1,0.105,0.159,5.08E-05,0.953,0.739,119.922,253467,4,37.11638,12,0,"People often talk about how technical we are
But I can assure you that we haven't got so far
So let's change it, let's rearrange it
Put the plug in the wall, nuclear power to us all
Everything there is will be - Electric
Everything I see will be - Electric
Everything I touch will be - Electric
Everything, everything will be - Electric
"
Everyone Falls In Love,Tanto Metro & Devonte,spotify:track:6nGwWIh0ATJqK9cXbLqDw8,0.754,0.702,10,-8.033,0,0.0429,0.0275,0,0.0619,0.736,95.998,228360,4,40.4018,13,1,"Yo, I'm just giving out sounds
Every day I get up and a frowns
A one thing me wan' you know likkle girl
A one thing me wan' you know say, who?

Everyone fall in love sometime (ya better know, ya better know)
I don't know 'bout you but it ain't a crime
(It's not a crime, it's not a crime)
Everyone fall in love sometime (remember that girl)
I don't know 'bout you but it ain't a crime

Hold on, ay, question I ask
Tell me what you want and what you really, really wanna do
Tell me, baby girl, if your love is really, really true
Tell me what you want and what you really, really wanna do
Tell me, baby girl, hey

A no have me like no yo-yo
If you really love me let it flow, flow
And if you don't love me let me go, go
One thing the rude boy waan let you, know know, that

Everyone fall in love sometime
I don't know 'bout you but it ain't a crime (it's not a crime)
Everyone fall in love sometime (honey)
I don't know 'bout you but it ain't a crime

Ay, hold on, hold on, hold on, hold on, hold on, ay
Beep, beep, the singer got the keys to the jeep
A we pretty girl wah fi meet
So tell me what's up before me hitting the sheets
You see it? You see it?
"
